[2025-01-11 13:31:37,460: INFO: main: Welcome to our custom log]
[2025-02-20 00:07:13,769: ERROR: stage_04_model_evaluation_with_mlflow: When an mlflow-artifacts URI was supplied, the tracking URI must be a valid http or https URI, but it was currently set to file:///C:/Users/Dell/python/PROJECT/MLOPS/Kidney-Disease/mlruns. Perhaps you forgot to set the tracking URI to the running MLflow server. To set the tracking URI, use either of the following methods:
1. Set the MLFLOW_TRACKING_URI environment variable to the desired tracking URI. `export MLFLOW_TRACKING_URI=http://localhost:5000`
2. Set the tracking URI programmatically by calling `mlflow.set_tracking_uri`. `mlflow.set_tracking_uri('http://localhost:5000')`]
Traceback (most recent call last):
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\pipeline\stage_04_model_evaluation_with_mlflow.py", line 33, in <module>
    obj.main()
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\pipeline\stage_04_model_evaluation_with_mlflow.py", line 24, in main
    evaluation.log_into_mlflow()
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\components\model_evaluation_mlflow.py", line 73, in log_into_mlflow
    mlflow.keras.log_model(self.model, "model")
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\keras\save.py", line 339, in log_model
    return Model.log(
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\models\model.py", line 846, in log
    mlflow.tracking.fluent.log_artifacts(local_path, mlflow_model.artifact_path, run_id)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\fluent.py", line 1219, in log_artifacts
    MlflowClient().log_artifacts(run_id, local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\client.py", line 1982, in log_artifacts
    self._tracking_client.log_artifacts(run_id, local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\_tracking_service\client.py", line 875, in log_artifacts
    self._get_artifact_repo(run_id).log_artifacts(local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\_tracking_service\client.py", line 817, in _get_artifact_repo
    artifact_repo = get_artifact_repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\artifact_repository_registry.py", line 131, in get_artifact_repository
    return _artifact_repository_registry.get_artifact_repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\artifact_repository_registry.py", line 76, in get_artifact_repository
    return repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 51, in __init__
    super().__init__(self.resolve_uri(artifact_uri, get_tracking_uri()))
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 65, in resolve_uri
    _validate_uri_scheme(track_parse)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 35, in _validate_uri_scheme
    raise MlflowException(
mlflow.exceptions.MlflowException: When an mlflow-artifacts URI was supplied, the tracking URI must be a valid http or https URI, but it was currently set to file:///C:/Users/Dell/python/PROJECT/MLOPS/Kidney-Disease/mlruns. Perhaps you forgot to set the tracking URI to the running MLflow server. To set the tracking URI, use either of the following methods:
1. Set the MLFLOW_TRACKING_URI environment variable to the desired tracking URI. `export MLFLOW_TRACKING_URI=http://localhost:5000`
2. Set the tracking URI programmatically by calling `mlflow.set_tracking_uri`. `mlflow.set_tracking_uri('http://localhost:5000')`
[2025-02-20 00:13:18,797: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage started <<<<<<]
[2025-02-20 00:13:18,800: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 00:13:18,809: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 00:13:18,810: INFO: common: created directory at: artifacts_root]
[2025-02-20 00:13:19,406: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 00:14:15,949: INFO: common: JSON file saved at: scores.json]
[2025-02-20 00:14:46,401: ERROR: stage_04_model_evaluation_with_mlflow: When an mlflow-artifacts URI was supplied, the tracking URI must be a valid http or https URI, but it was currently set to file:///C:/Users/Dell/python/PROJECT/MLOPS/Kidney-Disease/mlruns. Perhaps you forgot to set the tracking URI to the running MLflow server. To set the tracking URI, use either of the following methods:
1. Set the MLFLOW_TRACKING_URI environment variable to the desired tracking URI. `export MLFLOW_TRACKING_URI=http://localhost:5000`
2. Set the tracking URI programmatically by calling `mlflow.set_tracking_uri`. `mlflow.set_tracking_uri('http://localhost:5000')`]
Traceback (most recent call last):
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\pipeline\stage_04_model_evaluation_with_mlflow.py", line 33, in <module>
    obj.main()
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\pipeline\stage_04_model_evaluation_with_mlflow.py", line 24, in main
    evaluation.log_into_mlflow()
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\components\model_evaluation_mlflow.py", line 73, in log_into_mlflow
    mlflow.keras.log_model(self.model, "model")
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\keras\save.py", line 339, in log_model
    return Model.log(
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\models\model.py", line 846, in log
    mlflow.tracking.fluent.log_artifacts(local_path, mlflow_model.artifact_path, run_id)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\fluent.py", line 1219, in log_artifacts
    MlflowClient().log_artifacts(run_id, local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\client.py", line 1982, in log_artifacts
    self._tracking_client.log_artifacts(run_id, local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\_tracking_service\client.py", line 875, in log_artifacts
    self._get_artifact_repo(run_id).log_artifacts(local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\_tracking_service\client.py", line 817, in _get_artifact_repo
    artifact_repo = get_artifact_repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\artifact_repository_registry.py", line 131, in get_artifact_repository
    return _artifact_repository_registry.get_artifact_repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\artifact_repository_registry.py", line 76, in get_artifact_repository
    return repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 51, in __init__
    super().__init__(self.resolve_uri(artifact_uri, get_tracking_uri()))
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 65, in resolve_uri
    _validate_uri_scheme(track_parse)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 35, in _validate_uri_scheme
    raise MlflowException(
mlflow.exceptions.MlflowException: When an mlflow-artifacts URI was supplied, the tracking URI must be a valid http or https URI, but it was currently set to file:///C:/Users/Dell/python/PROJECT/MLOPS/Kidney-Disease/mlruns. Perhaps you forgot to set the tracking URI to the running MLflow server. To set the tracking URI, use either of the following methods:
1. Set the MLFLOW_TRACKING_URI environment variable to the desired tracking URI. `export MLFLOW_TRACKING_URI=http://localhost:5000`
2. Set the tracking URI programmatically by calling `mlflow.set_tracking_uri`. `mlflow.set_tracking_uri('http://localhost:5000')`
[2025-02-20 00:19:36,196: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage started <<<<<<]
[2025-02-20 00:19:36,207: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 00:19:36,211: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 00:19:36,213: INFO: common: created directory at: artifacts_root]
[2025-02-20 00:19:36,795: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 00:21:01,229: INFO: common: JSON file saved at: scores.json]
[2025-02-20 00:21:34,754: ERROR: stage_04_model_evaluation_with_mlflow: When an mlflow-artifacts URI was supplied, the tracking URI must be a valid http or https URI, but it was currently set to file:///C:/Users/Dell/python/PROJECT/MLOPS/Kidney-Disease/mlruns. Perhaps you forgot to set the tracking URI to the running MLflow server. To set the tracking URI, use either of the following methods:
1. Set the MLFLOW_TRACKING_URI environment variable to the desired tracking URI. `export MLFLOW_TRACKING_URI=http://localhost:5000`
2. Set the tracking URI programmatically by calling `mlflow.set_tracking_uri`. `mlflow.set_tracking_uri('http://localhost:5000')`]
Traceback (most recent call last):
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\pipeline\stage_04_model_evaluation_with_mlflow.py", line 33, in <module>
    obj.main()
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\pipeline\stage_04_model_evaluation_with_mlflow.py", line 24, in main
    evaluation.log_into_mlflow()
  File "C:\Users\Dell\python\PROJECT\MLOPS\Kidney-Disease\src\CNNclassifier\components\model_evaluation_mlflow.py", line 73, in log_into_mlflow
    mlflow.keras.log_model(self.model, "model")
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\keras\save.py", line 339, in log_model
    return Model.log(
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\models\model.py", line 846, in log
    mlflow.tracking.fluent.log_artifacts(local_path, mlflow_model.artifact_path, run_id)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\fluent.py", line 1219, in log_artifacts
    MlflowClient().log_artifacts(run_id, local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\client.py", line 1982, in log_artifacts
    self._tracking_client.log_artifacts(run_id, local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\_tracking_service\client.py", line 875, in log_artifacts
    self._get_artifact_repo(run_id).log_artifacts(local_dir, artifact_path)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\tracking\_tracking_service\client.py", line 817, in _get_artifact_repo
    artifact_repo = get_artifact_repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\artifact_repository_registry.py", line 131, in get_artifact_repository
    return _artifact_repository_registry.get_artifact_repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\artifact_repository_registry.py", line 76, in get_artifact_repository
    return repository(artifact_uri)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 51, in __init__
    super().__init__(self.resolve_uri(artifact_uri, get_tracking_uri()))
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 65, in resolve_uri
    _validate_uri_scheme(track_parse)
  File "C:\Users\Dell\anaconda3\envs\deep\lib\site-packages\mlflow\store\artifact\mlflow_artifacts_repo.py", line 35, in _validate_uri_scheme
    raise MlflowException(
mlflow.exceptions.MlflowException: When an mlflow-artifacts URI was supplied, the tracking URI must be a valid http or https URI, but it was currently set to file:///C:/Users/Dell/python/PROJECT/MLOPS/Kidney-Disease/mlruns. Perhaps you forgot to set the tracking URI to the running MLflow server. To set the tracking URI, use either of the following methods:
1. Set the MLFLOW_TRACKING_URI environment variable to the desired tracking URI. `export MLFLOW_TRACKING_URI=http://localhost:5000`
2. Set the tracking URI programmatically by calling `mlflow.set_tracking_uri`. `mlflow.set_tracking_uri('http://localhost:5000')`
[2025-02-20 00:34:59,891: INFO: stage_01_data_ingestion: >>>>>> stage Data Ingestion stage started <<<<<<]
[2025-02-20 00:34:59,891: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 00:34:59,910: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 00:34:59,911: INFO: common: created directory at: artifacts_root]
[2025-02-20 00:34:59,914: INFO: common: created directory at: artifacts_root/data_ingestion]
[2025-02-20 00:34:59,914: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts_root/data_ingestion/data.zip]
[2025-02-20 00:36:35,357: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts_root/data_ingestion/data.zip]
[2025-02-20 00:36:36,984: INFO: stage_01_data_ingestion: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2025-02-20 00:36:57,731: INFO: stage_02_prepare_base_model: *******************]
[2025-02-20 00:36:57,731: INFO: stage_02_prepare_base_model: >>>>>> stage Prepare Base Model started <<<<<<]
[2025-02-20 00:36:57,731: INFO: stage_02_prepare_base_model: Prepare Base Model started]
[2025-02-20 00:36:57,731: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 00:36:57,750: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 00:36:57,752: INFO: common: created directory at: artifacts_root]
[2025-02-20 00:36:57,753: INFO: common: created directory at: artifacts_root/prepare_base_model]
[2025-02-20 00:36:59,481: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-20 00:36:59,884: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-20 00:37:00,097: INFO: stage_02_prepare_base_model: Prepare Base Model completed]
[2025-02-20 00:37:16,743: INFO: stage_03_model_training: *******************]
[2025-02-20 00:37:16,743: INFO: stage_03_model_training: >>>>>> stage Training started <<<<<<]
[2025-02-20 00:37:16,760: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 00:37:16,769: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 00:37:16,770: INFO: common: created directory at: artifacts_root]
[2025-02-20 00:37:16,771: INFO: common: created directory at: artifacts_root\training]
[2025-02-20 00:42:00,790: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-20 00:42:01,022: INFO: stage_03_model_training: >>>>>> stage Training completed <<<<<<

x==========x]
[2025-02-20 00:43:34,940: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage started <<<<<<]
[2025-02-20 00:43:34,940: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 00:43:34,957: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 00:43:34,959: INFO: common: created directory at: artifacts_root]
[2025-02-20 00:43:35,556: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 00:44:16,174: INFO: common: JSON file saved at: scores.json]
[2025-02-20 00:47:53,561: INFO: common: JSON file saved at: scores.json]
[2025-02-20 00:47:53,561: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage completed <<<<<<

x==========x]
[2025-02-20 00:49:31,931: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage started <<<<<<]
[2025-02-20 00:49:31,931: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 00:49:31,946: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 00:49:31,948: INFO: common: created directory at: artifacts_root]
[2025-02-20 00:49:32,598: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 00:50:19,503: INFO: common: JSON file saved at: scores.json]
[2025-02-20 00:52:39,156: INFO: common: JSON file saved at: scores.json]
[2025-02-20 00:52:39,156: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage completed <<<<<<

x==========x]
[2025-02-20 02:45:27,620: INFO: _internal: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.90.156:8080]
[2025-02-20 02:45:27,624: INFO: _internal: [33mPress CTRL+C to quit[0m]
[2025-02-20 02:45:27,633: INFO: _internal:  * Restarting with stat]
[2025-02-20 02:45:41,611: WARNING: _internal:  * Debugger is active!]
[2025-02-20 02:45:41,630: INFO: _internal:  * Debugger PIN: 248-427-198]
[2025-02-20 02:45:48,793: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:45:48] "GET / HTTP/1.1" 200 -]
[2025-02-20 02:45:48,897: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:45:48] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -]
[2025-02-20 02:45:59,761: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:45:59] "GET / HTTP/1.1" 200 -]
[2025-02-20 02:45:59,859: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:45:59] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -]
[2025-02-20 02:46:02,450: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:46:02] "GET / HTTP/1.1" 200 -]
[2025-02-20 02:46:45,368: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:46:45] "GET / HTTP/1.1" 200 -]
[2025-02-20 02:47:05,644: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:47:05] "GET / HTTP/1.1" 200 -]
[2025-02-20 02:47:26,969: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:47:26] "GET / HTTP/1.1" 200 -]
[2025-02-20 02:47:32,626: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:47:32] "GET / HTTP/1.1" 200 -]
[2025-02-20 02:47:47,087: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:47:51,459: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:47:51] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:49:24,504: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:49:26,836: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:49:26] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:49:37,283: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:49:39,576: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:49:39] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:49:56,645: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:49:59,076: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:49:59] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:50:07,773: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:50:10,265: WARNING: polymorphic_function: 5 out of the last 5 calls to <function TensorFlowTrainer.make_predict_function.<locals>.one_step_on_data_distributed at 0x000002AE0FD5E3B0> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings could be due to (1) creating @tf.function repeatedly in a loop, (2) passing tensors with different shapes, (3) passing Python objects instead of tensors. For (1), please define your @tf.function outside of the loop. For (2), @tf.function has reduce_retracing=True option that can avoid unnecessary retracing. For (3), please refer to https://www.tensorflow.org/guide/function#controlling_retracing and https://www.tensorflow.org/api_docs/python/tf/function for  more details.]
[2025-02-20 02:50:10,333: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:50:10] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:50:22,139: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:50:24,576: WARNING: polymorphic_function: 6 out of the last 6 calls to <function TensorFlowTrainer.make_predict_function.<locals>.one_step_on_data_distributed at 0x000002AE0634A5F0> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings could be due to (1) creating @tf.function repeatedly in a loop, (2) passing tensors with different shapes, (3) passing Python objects instead of tensors. For (1), please define your @tf.function outside of the loop. For (2), @tf.function has reduce_retracing=True option that can avoid unnecessary retracing. For (3), please refer to https://www.tensorflow.org/guide/function#controlling_retracing and https://www.tensorflow.org/api_docs/python/tf/function for  more details.]
[2025-02-20 02:50:25,028: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:50:25] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:50:39,656: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:50:42,213: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 02:50:42] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:52:11,387: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:52:14,275: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:52:14] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:52:29,203: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:52:31,766: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:52:31] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:54:57,771: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:55:00,667: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:55:00] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:55:10,648: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 02:55:12,919: INFO: _internal: 192.168.90.156 - - [20/Feb/2025 02:55:12] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 02:59:17,705: INFO: stage_03_model_training: *******************]
[2025-02-20 02:59:17,706: INFO: stage_03_model_training: >>>>>> stage Training started <<<<<<]
[2025-02-20 02:59:17,715: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 02:59:17,730: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 02:59:17,734: INFO: common: created directory at: artifacts_root]
[2025-02-20 02:59:17,737: INFO: common: created directory at: artifacts_root\training]
[2025-02-20 03:11:33,686: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-20 03:11:34,162: INFO: stage_03_model_training: >>>>>> stage Training completed <<<<<<

x==========x]
[2025-02-20 03:12:09,058: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage started <<<<<<]
[2025-02-20 03:12:09,066: INFO: common: yaml file: configs\config.yaml loaded successfully]
[2025-02-20 03:12:09,074: INFO: common: yaml file: params.yaml loaded successfully]
[2025-02-20 03:12:09,076: INFO: common: created directory at: artifacts_root]
[2025-02-20 03:12:09,873: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 03:13:05,406: INFO: common: JSON file saved at: scores.json]
[2025-02-20 03:15:32,148: INFO: common: JSON file saved at: scores.json]
[2025-02-20 03:15:32,150: INFO: stage_04_model_evaluation_with_mlflow: >>>>>> stage Evaluation stage completed <<<<<<

x==========x]
[2025-02-20 03:16:10,975: INFO: _internal: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.90.156:8080]
[2025-02-20 03:16:10,977: INFO: _internal: [33mPress CTRL+C to quit[0m]
[2025-02-20 03:16:10,978: INFO: _internal:  * Restarting with stat]
[2025-02-20 03:16:21,772: WARNING: _internal:  * Debugger is active!]
[2025-02-20 03:16:21,772: INFO: _internal:  * Debugger PIN: 248-427-198]
[2025-02-20 03:16:26,892: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:16:26] "GET / HTTP/1.1" 200 -]
[2025-02-20 03:19:32,619: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:19:32] "GET / HTTP/1.1" 200 -]
[2025-02-20 03:19:39,575: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 03:19:41,641: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:19:41] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 03:20:00,816: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 03:20:02,638: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:20:02] "POST /predict HTTP/1.1" 200 -]
[2025-02-20 03:24:45,658: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:24:45] "GET / HTTP/1.1" 200 -]
[2025-02-20 03:24:53,121: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:24:53] "[31m[1mPOST /predict HTTP/1.1[0m" 415 -]
[2025-02-20 03:29:50,101: INFO: _internal:  * Detected change in 'C:\\Users\\Dell\\python\\PROJECT\\MLOPS\\Kidney-Disease\\app.py', reloading]
[2025-02-20 03:29:51,965: INFO: _internal:  * Restarting with stat]
[2025-02-20 03:30:11,025: WARNING: _internal:  * Debugger is active!]
[2025-02-20 03:30:11,025: INFO: _internal:  * Debugger PIN: 248-427-198]
[2025-02-20 03:30:21,299: INFO: _internal:  * Detected change in 'C:\\Users\\Dell\\python\\PROJECT\\MLOPS\\Kidney-Disease\\app.py', reloading]
[2025-02-20 03:30:22,590: INFO: _internal:  * Restarting with stat]
[2025-02-20 03:30:36,726: WARNING: _internal:  * Debugger is active!]
[2025-02-20 03:30:36,736: INFO: _internal:  * Debugger PIN: 248-427-198]
[2025-02-20 03:34:17,618: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:34:17] "GET / HTTP/1.1" 200 -]
[2025-02-20 03:34:24,364: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-20 03:34:26,125: INFO: _internal: 127.0.0.1 - - [20/Feb/2025 03:34:26] "POST /predict HTTP/1.1" 200 -]
